time,gyro_x,gyro_y,gyro_z,bme_temp,bme_h,bme_p,bmp_temp,bmp_p,bmp_alt,gps_lat,gps_lon,gps_alt,gyro_x_R,gyro_y_R,gyro_z_R,bme_temp_R,bme_h_R,bme_p_R,bmp_temp_R,bmp_p_R,bmp_alt_R,gps_lat_R,gps_lon_R,gps_alt_R
00:02:05,0.14,0.25,0.29,20.25,54.87,945.95,21.45,940.61,409.68,12.345902,76.542848,400.57,-0.21,-0.27,-0.31,19.62,55.2,947.34,19.63,947.73,404.15,12.345706,76.543283,404.06
00:02:06,0.67,0.7,-0.05,19.81,55.2,958.83,20.69,953.5,395.15,12.346619,76.542457,401.83,0.06,0.06,0.2,20.34,54.96,949.23,20.14,950.16,405.62,12.345591,76.543229,404.4
00:02:07,0.4,0.35,-0.51,19.16,54.1,958.26,21.56,949.0,414.0,12.344829,76.543629,403.68,0.31,-0.08,-0.37,19.79,55.47,950.47,19.65,952.4,405.98,12.345767,76.543192,405.21
00:02:08,-0.41,0.33,0.38,20.08,57.67,949.24,18.99,958.9,401.78,12.345118,76.543156,403.34,0.33,0.29,0.26,20.39,54.66,951.8,19.87,950.95,404.36,12.345573,76.54313,405.65
00:02:09,-0.18,0.62,-0.06,18.77,52.34,941.69,21.8,946.83,395.17,12.346137,76.542554,400.75,0.16,0.04,0.3,19.89,54.77,949.91,20.48,952.85,404.93,12.345653,76.543305,405.7
00:02:10,0.56,0.57,0.18,21.82,55.15,942.61,20.66,950.8,401.59,12.345585,76.543439,402.2,0.47,-0.36,0.02,19.75,54.52,949.78,20.33,952.85,403.42,12.345698,76.543154,404.56
00:02:11,0.25,-0.38,-0.41,18.27,55.29,958.82,21.67,958.08,412.65,12.346397,76.5442,403.26,0.09,-0.38,-0.03,20.19,54.83,947.01,19.55,952.01,404.86,12.345639,76.543147,405.15
00:02:12,-0.91,-0.54,0.81,20.39,55.73,952.5,18.13,947.61,392.37,12.345748,76.542431,400.72,-0.26,0.41,-0.36,19.87,55.1,950.24,19.76,948.04,405.73,12.345637,76.543163,404.11
00:02:13,0.02,-0.66,0.64,20.04,55.06,956.17,18.17,944.66,400.1,12.345401,76.543239,405.36,0.46,0.1,-0.19,20.34,55.34,950.6,20.45,952.12,404.36,12.345648,76.543204,404.46
00:02:14,-0.81,-0.24,0.18,20.1,54.78,958.65,18.53,944.09,400.4,12.346466,76.54311,406.69,0.19,0.27,0.21,19.95,54.76,947.05,19.87,951.56,404.48,12.345701,76.543136,405.29
00:02:15,0.68,-0.41,-0.09,20.63,57.64,940.72,18.88,943.14,394.66,12.346107,76.542462,408.94,0.44,0.41,0.11,20.2,55.31,950.84,20.17,951.62,406.42,12.345673,76.543183,405.42
00:02:16,-0.6,0.59,0.36,18.06,57.56,950.16,19.24,946.26,410.94,12.346016,76.543081,407.91,-0.33,-0.16,0.12,20.42,54.63,948.43,20.1,951.61,405.3,12.345576,76.543149,404.4
00:02:17,0.04,-0.17,0.71,19.18,54.82,945.32,18.39,943.97,396.94,12.346583,76.542668,401.82,0.39,-0.25,0.16,20.07,54.53,949.25,19.75,949.19,403.02,12.345725,76.543202,405.51
00:02:18,0.26,0.46,-0.62,21.34,52.86,953.8,20.53,948.58,387.98,12.346155,76.543121,409.24,0.01,0.05,0.4,19.98,54.82,948.25,20.21,949.71,404.05,12.345688,76.543291,405.27
00:02:19,-0.04,-0.26,0.42,20.94,56.37,957.65,21.46,943.8,400.75,12.345193,76.542695,409.35,0.09,-0.0,-0.22,19.93,54.56,949.31,20.33,948.51,406.98,12.345749,76.543279,404.91
00:02:20,-0.83,0.98,-0.41,19.3,53.75,943.96,19.19,940.96,-,12.344735,76.542303,402.39,-0.36,-0.48,0.47,19.91,54.53,952.18,20.02,950.79,403.84,12.345675,76.543215,405.3
00:02:21,0.94,0.14,0.08,18.47,56.96,955.46,21.98,941.94,400.7,12.346535,76.54399,403.54,0.18,-0.09,0.17,20.14,54.9,952.83,20.38,952.71,406.12,12.3456,76.543298,404.71
00:02:22,0.78,0.59,0.2,18.07,53.72,947.28,20.36,959.65,412.08,12.34485,76.542312,404.89,-0.18,-0.14,-0.06,19.84,54.87,950.42,20.37,949.47,404.43,12.345576,76.543198,404.8
00:02:23,0.85,0.26,-0.92,20.62,57.7,952.51,20.35,944.93,397.99,12.346513,76.542715,406.06,-0.09,0.44,0.06,19.79,55.09,948.55,19.89,951.27,406.02,12.345668,76.543144,404.32
00:02:24,0.03,-0.78,0.19,18.93,55.99,956.55,18.01,942.37,413.61,12.346464,76.542629,407.81,0.49,-0.25,0.3,19.87,54.54,947.91,20.31,950.45,403.55,12.345582,76.543197,404.44
00:02:25,0.77,-0.06,0.31,19.21,54.05,955.31,20.29,958.02,388.3,12.345279,76.542439,403.35,-0.26,0.47,-0.06,19.99,55.31,951.84,19.9,951.15,403.73,12.345615,76.543238,404.11
00:02:26,0.84,0.83,0.16,20.98,53.03,957.11,19.39,947.75,405.78,12.346052,76.54266,400.8,0.19,-0.21,0.28,19.64,54.89,947.27,20.45,948.2,403.22,12.345759,76.543182,405.89
00:02:27,0.32,0.57,-0.81,19.58,52.8,949.23,19.36,954.54,402.59,12.345943,76.542315,404.26,-0.3,0.18,-0.38,20.41,55.09,950.53,19.87,949.68,404.83,12.345646,76.543208,404.02
00:02:28,-0.92,0.77,-0.94,18.43,55.97,947.04,20.39,942.41,397.71,12.34641,76.543937,400.85,-0.39,-0.32,0.37,20.37,54.91,952.51,19.94,950.75,405.13,12.345742,76.543136,404.57
00:02:29,-0.31,-0.29,-0.01,21.73,55.55,945.75,19.84,955.34,397.85,12.344712,76.543124,404.19,0.33,0.37,-0.28,20.48,55.4,951.63,19.87,952.58,403.77,12.345741,76.54312,404.35
00:02:30,0.31,0.27,-0.18,-,52.93,957.53,21.8,956.39,396.27,nan,76.542584,404.67,-0.31,0.1,0.39,20.06,55.37,948.39,20.08,952.49,406.33,12.345736,76.543196,405.37
00:02:31,0.62,0.38,0.37,20.08,55.21,950.39,18.08,951.89,389.66,12.345956,76.544085,405.42,-0.44,0.35,0.1,20.21,54.98,949.49,19.61,950.1,405.67,12.345628,76.543273,405.78
00:02:32,-0.85,0.39,0.53,20.2,56.53,950.11,19.49,956.66,406.6,12.344759,76.542775,407.9,-0.22,0.23,-0.04,20.3,54.59,952.29,20.28,949.9,405.63,12.345756,76.543274,405.27
00:02:33,-0.21,0.52,0.22,20.93,55.53,945.06,21.25,955.75,412.44,12.345298,76.543722,409.64,-0.27,0.19,0.07,19.74,54.77,949.79,20.46,949.63,403.86,12.3456,76.54326,404.65
00:02:34,-0.67,0.54,-0.03,20.28,56.93,950.5,20.87,959.92,394.66,12.345504,76.543182,402.14,-0.42,-0.38,-0.18,19.51,55.5,947.77,19.53,950.0,403.46,12.345743,76.543216,405.48
00:02:35,-0.64,0.84,-0.62,21.76,56.75,950.92,18.81,952.45,403.39,12.346471,76.54416,407.01,-0.47,-0.22,-0.0,20.39,54.58,948.91,19.59,949.27,405.65,12.345573,76.543258,405.09
00:02:36,-0.13,0.48,-0.11,18.71,57.99,940.47,21.01,957.6,405.22,12.345423,76.543796,408.17,0.19,0.27,0.29,19.63,55.45,951.98,19.74,948.03,404.76,12.345743,76.543257,404.71
00:02:37,-0.3,-0.17,0.19,19.54,55.35,957.42,21.71,947.21,410.45,12.345055,76.542385,407.96,-0.47,0.36,-0.24,19.97,55.43,949.23,19.71,948.39,405.75,12.345667,76.54324,405.86
00:02:38,0.58,-0.57,-0.19,18.99,56.09,952.13,19.56,954.97,398.93,12.34584,76.542937,407.02,0.05,-0.14,0.13,20.27,54.77,947.86,19.79,948.95,403.8,12.345619,76.54326,404.53
00:02:39,0.02,-0.81,-0.58,19.49,56.58,957.66,19.52,957.99,402.41,12.3457,76.54355,406.57,0.09,-0.11,0.47,19.63,55.43,952.54,20.12,952.27,404.75,12.345724,76.543196,405.99
00:02:40,-,-0.33,0.88,20.87,53.86,955.25,20.93,945.77,396.91,12.345026,76.543101,403.93,0.17,-0.29,0.09,19.78,54.88,949.05,20.29,949.76,405.39,12.34565,76.543264,405.1
00:02:41,0.81,-0.27,0.33,20.58,54.84,941.88,18.88,948.45,394.93,12.345046,76.543685,407.4,-0.25,0.5,0.29,20.27,55.4,948.83,19.94,950.42,403.39,12.345738,76.543252,404.07
00:02:42,-0.39,-0.75,-0.91,20.56,55.59,940.6,21.55,953.82,412.83,12.344813,76.544172,408.39,-0.18,0.33,0.3,19.72,55.38,952.21,20.07,952.35,406.22,12.345695,76.543215,404.85
00:02:43,-0.73,0.68,0.11,20.21,56.44,949.48,19.01,945.13,409.27,12.344719,76.543672,408.41,-0.41,-0.49,-0.03,20.03,55.46,951.18,20.31,947.66,406.16,12.345702,76.543273,404.64
00:02:44,-0.71,-0.76,-0.31,21.53,53.18,959.58,19.72,949.86,392.21,12.34526,76.544094,401.71,-0.32,-0.38,0.21,19.52,54.95,949.51,19.94,952.3,405.11,12.345609,76.543221,404.63
00:02:45,-0.7,0.42,-0.18,18.24,57.74,953.3,21.04,951.41,408.31,12.346264,76.543886,403.41,0.25,-0.05,-0.03,20.01,55.32,949.02,19.91,947.83,403.46,12.345663,76.543295,404.22
00:02:46,0.1,0.69,-0.18,18.33,54.94,957.72,19.83,945.26,395.61,12.34618,76.543103,405.72,0.46,0.21,0.32,19.96,54.74,949.73,20.37,947.36,406.06,12.34559,76.543217,404.83
00:02:47,0.87,-0.56,0.18,18.38,54.14,940.02,18.67,945.91,409.11,12.346257,76.543982,403.1,0.06,-0.33,-0.17,19.99,55.01,947.33,20.27,947.18,405.64,12.345608,76.543132,404.28
00:02:48,0.91,-0.83,-0.25,20.65,57.84,955.0,21.9,943.49,406.5,12.345855,76.542259,407.78,-0.16,-0.0,0.48,19.88,54.87,951.83,20.48,950.39,403.79,12.345757,76.543211,405.76
00:02:49,0.88,-0.82,0.94,19.84,55.72,950.02,18.63,941.34,389.62,12.346496,76.542577,408.18,-0.38,0.05,0.25,20.23,55.4,949.12,19.82,949.56,406.12,12.345767,76.543118,405.76
00:02:50,0.25,0.04,-0.87,18.07,56.76,940.43,19.47,947.6,390.37,12.345357,76.543581,406.08,-0.06,0.18,0.06,19.85,55.23,950.56,20.4,949.82,405.7,12.345595,76.543184,405.34
00:02:51,0.1,0.09,-0.21,21.28,55.37,958.47,21.7,949.49,400.28,12.344912,76.542788,400.25,0.06,-0.43,0.35,19.89,55.32,951.99,19.95,950.59,405.87,12.345671,76.543253,404.31
00:02:52,0.31,0.33,0.55,21.54,57.34,955.74,21.92,951.67,401.81,12.344806,76.542284,401.2,-0.36,0.04,-0.13,20.5,55.37,951.07,19.63,949.64,404.34,12.34557,76.543168,405.09
00:02:53,-0.29,0.51,-0.91,21.51,52.45,942.4,18.64,956.07,388.3,12.346021,76.543737,403.72,0.14,0.06,-0.08,19.61,55.06,948.71,20.33,952.68,403.97,12.345571,76.543186,405.92
00:02:54,0.75,0.1,0.51,20.65,54.26,957.26,21.43,946.97,392.04,12.346282,76.542449,406.04,-0.46,-0.36,0.36,19.6,55.26,950.5,19.89,951.96,406.59,12.34567,76.543167,405.22
00:02:55,0.54,-0.11,-0.66,19.17,57.87,949.51,19.29,940.37,-,12.345524,76.544184,409.27,0.23,-0.09,-0.25,19.78,54.91,950.66,20.45,952.63,403.05,12.345668,76.543183,404.01
00:02:56,0.22,0.28,-0.52,18.7,54.7,950.61,19.74,946.91,385.12,12.345472,76.543955,401.14,-0.17,0.42,-0.22,20.34,55.03,947.53,19.57,948.06,406.19,12.345667,76.543112,404.07
00:02:57,0.97,0.19,0.01,20.53,52.65,944.78,19.61,958.49,397.17,12.345462,76.543457,402.12,0.42,0.12,-0.25,20.23,55.02,952.97,19.59,951.77,406.76,12.345766,76.543294,405.4
00:02:58,0.78,0.46,0.87,21.39,55.2,955.89,20.33,954.37,390.26,12.3465,76.543606,400.13,-0.49,-0.03,0.48,19.67,54.98,952.56,19.98,952.98,403.27,12.345707,76.543122,404.36
00:02:59,-0.53,0.7,0.58,19.55,54.5,956.62,19.19,942.07,385.36,12.344975,76.542246,408.32,-0.36,0.26,-0.35,20.35,54.66,947.61,20.45,949.89,405.13,12.34564,76.543298,404.57
00:03:00,-0.73,0.1,0.84,-,57.65,957.7,18.57,943.55,407.78,12.346206,76.543722,400.61,0.33,-0.5,-0.09,19.62,54.72,947.96,20.48,951.97,405.16,12.345598,76.543126,405.94
00:03:01,-0.75,-0.86,-0.33,19.03,55.72,945.65,21.38,943.76,398.68,12.346104,76.543364,405.29,0.17,-0.13,-0.45,20.37,55.4,952.5,19.94,950.8,403.03,12.345652,76.543202,404.11
00:03:02,-0.1,0.71,0.8,21.16,55.6,949.66,20.72,949.66,387.11,12.34597,76.543021,408.88,0.1,0.33,0.05,19.83,54.98,948.83,19.56,949.15,405.28,12.345707,76.543272,404.89
00:03:03,-0.3,0.03,-0.07,18.94,57.97,942.63,20.25,948.28,405.24,12.346056,76.542774,404.06,0.46,-0.25,-0.35,19.89,54.7,948.5,19.88,950.17,404.39,12.345579,76.543259,405.03
00:03:04,-0.93,0.51,0.03,19.46,52.79,944.33,20.51,952.23,403.13,12.346595,76.542721,402.91,0.48,0.02,-0.42,20.25,54.82,948.34,20.44,951.28,403.04,12.345743,76.543297,404.36
00:03:05,0.39,0.25,-0.51,20.36,52.47,953.71,20.57,957.59,400.65,12.344695,76.5436,400.52,0.35,0.11,0.47,20.36,55.46,950.52,20.09,952.3,406.58,12.345738,76.543272,405.78
00:03:06,-0.37,0.1,-0.41,18.46,52.94,951.64,20.77,952.33,408.22,12.346535,76.543728,402.8,-0.0,-0.49,-0.02,19.82,54.89,950.51,20.35,950.22,403.3,12.345625,76.543176,405.45
00:03:07,-0.9,0.2,0.14,18.14,53.15,953.29,19.66,946.67,387.54,12.345554,76.543149,405.17,-0.47,0.32,-0.23,20.16,55.46,951.7,19.66,950.82,403.66,12.345625,76.543186,404.93
00:03:08,-0.64,-0.75,-0.08,19.15,56.78,951.91,21.98,958.82,386.35,12.346533,76.544093,407.73,-0.14,-0.2,-0.47,19.96,54.75,952.23,20.48,948.0,406.04,12.345684,76.543184,405.92
00:03:09,-0.51,-0.02,0.41,18.45,56.82,953.26,18.81,941.15,394.27,12.345874,76.543041,408.2,0.17,0.2,-0.05,20.17,54.67,947.86,20.03,951.65,405.02,12.345675,76.543155,404.89
00:03:10,-0.36,-0.6,-0.52,20.72,54.26,950.09,18.07,943.9,400.69,12.346099,76.542455,402.85,0.31,0.34,0.26,20.27,55.22,952.76,20.32,950.96,403.36,12.345603,76.54323,404.96
00:03:11,0.79,-0.99,-0.94,18.55,53.73,949.9,20.94,942.75,393.03,12.34565,76.542929,409.33,-0.25,0.02,-0.23,19.67,55.25,947.04,20.06,950.84,403.33,12.345715,76.543218,405.09
00:03:12,0.41,0.27,0.71,19.18,52.11,953.58,20.59,946.15,404.29,12.345438,76.543988,408.9,0.19,0.49,-0.22,19.65,55.18,949.17,19.58,951.1,403.85,12.345742,76.543191,405.07
00:03:13,0.46,-0.58,-0.51,21.24,53.63,946.78,19.08,943.65,399.25,12.345362,76.543372,408.84,-0.15,-0.29,-0.38,19.65,55.5,950.24,20.28,950.97,403.76,12.345596,76.543286,404.62
00:03:14,-0.6,0.14,0.6,19.02,57.34,947.97,20.2,955.67,393.4,12.344685,76.543885,400.71,0.06,-0.25,-0.15,19.83,54.6,952.08,20.05,952.71,406.11,12.34574,76.543234,405.45
00:03:15,-0.61,0.13,-0.08,21.1,56.17,946.59,20.5,948.04,389.45,12.344928,76.542821,405.17,-0.11,-0.41,-0.06,19.62,55.28,947.08,19.74,952.59,406.26,12.345624,76.543202,404.17
00:03:16,0.47,-0.57,0.39,21.03,56.28,949.59,19.82,953.29,390.56,12.346517,76.543044,402.15,-0.26,-0.22,-0.05,19.61,54.86,950.99,19.63,949.3,404.09,12.345618,76.543157,404.81
00:03:17,-0.48,0.57,-0.17,19.44,57.43,955.34,18.31,955.45,412.81,12.345191,76.544185,403.27,0.36,0.24,-0.4,20.23,55.12,947.88,20.13,952.04,406.31,12.3457,76.543198,405.29
00:03:18,0.0,-0.26,-0.3,19.74,52.34,946.28,21.52,959.36,387.84,12.345369,76.542565,406.63,-0.16,0.48,0.43,19.86,54.94,950.66,20.4,951.07,405.32,12.345668,76.543126,404.69
00:03:19,-0.15,-0.2,-0.95,21.04,52.11,957.42,18.41,940.53,397.12,12.345888,76.543322,403.51,0.04,-0.13,0.22,20.35,55.47,951.98,20.12,950.06,404.88,12.345712,76.543209,404.58
00:03:20,-,0.17,0.55,18.9,56.61,942.25,21.96,951.29,404.47,nan,76.543232,401.68,0.25,-0.23,-0.45,20.02,55.28,947.12,19.86,952.36,406.74,12.34561,76.543267,404.8
00:03:21,-0.07,0.31,-0.56,18.87,53.68,942.69,21.21,958.39,401.26,12.34628,76.54277,406.59,0.08,-0.41,-0.07,20.43,55.44,947.82,20.23,948.35,405.08,12.345578,76.543182,405.72
00:03:22,0.84,0.28,0.04,18.36,56.44,940.62,19.24,958.14,411.92,12.344887,76.543704,400.19,0.43,0.2,-0.05,19.75,54.9,951.95,20.39,952.4,406.03,12.345631,76.54323,404.83
00:03:23,0.65,0.72,0.19,20.57,57.41,947.88,20.15,944.68,406.85,12.344811,76.542214,400.14,-0.41,0.16,0.3,19.94,54.93,949.88,20.38,949.93,405.74,12.345596,76.543152,404.01
00:03:24,0.41,0.67,0.95,19.4,56.01,945.73,20.13,941.13,411.7,12.346516,76.544207,404.44,0.27,0.08,-0.3,20.28,55.26,948.49,19.71,947.53,405.45,12.345651,76.543111,405.2
00:03:25,-0.54,-0.33,-0.3,19.24,52.68,952.6,21.58,951.69,394.55,12.346542,76.543745,405.59,-0.46,-0.45,0.34,20.23,54.78,950.49,19.73,952.6,406.91,12.345594,76.543296,404.7
00:03:26,0.66,-0.39,0.57,20.34,53.22,949.69,19.35,954.24,400.4,12.345559,76.543269,407.01,-0.01,-0.05,0.09,19.81,55.01,948.71,19.78,952.73,403.72,12.345693,76.543136,404.41
00:03:27,-0.19,0.67,0.77,21.28,57.93,945.51,20.98,956.63,411.37,12.345391,76.542946,409.54,-0.45,0.35,0.27,20.18,54.96,947.43,19.91,949.21,406.37,12.345692,76.54322,404.01
00:03:28,0.33,-0.96,-0.51,19.62,56.56,944.94,19.52,956.43,405.03,12.344896,76.543417,404.43,0.41,-0.47,-0.17,19.51,55.43,951.33,20.27,949.04,404.01,12.345762,76.543232,404.56
00:03:29,-0.9,0.64,-0.52,20.51,56.02,953.33,21.24,943.97,389.92,12.344712,76.542755,401.01,-0.2,-0.01,0.13,20.18,55.38,952.59,19.51,948.51,405.9,12.345716,76.543303,405.93
00:03:30,-0.57,0.88,0.83,-,55.44,940.46,20.39,949.72,-,12.345486,76.542643,403.71,0.44,-0.3,-0.34,20.3,54.78,948.97,20.27,947.87,405.59,12.345645,76.54328,404.59
00:03:31,-0.65,0.26,-0.78,19.4,56.19,944.58,18.74,946.27,389.8,12.345059,76.543108,405.93,-0.23,-0.19,-0.06,20.05,55.09,952.39,20.22,947.1,406.64,12.34573,76.543142,404.66
00:03:32,-0.96,0.57,-0.17,20.54,57.73,945.46,19.88,959.38,411.35,12.345144,76.542598,406.8,-0.09,0.2,-0.3,20.09,54.93,948.35,19.67,951.13,406.9,12.345704,76.543234,405.91
00:03:33,0.79,0.18,0.36,21.31,57.73,943.15,18.9,957.9,399.59,12.345735,76.543899,409.98,0.24,0.43,-0.03,20.1,54.95,952.1,20.4,948.29,403.64,12.345719,76.543291,405.64
00:03:34,0.53,-0.9,0.14,20.26,56.16,946.66,20.44,958.53,413.44,12.345783,76.54259,402.79,-0.36,0.48,-0.46,20.18,54.78,952.32,19.95,950.27,406.78,12.345629,76.543222,404.74
00:03:35,0.35,0.31,-0.73,19.16,55.9,953.38,20.44,940.3,401.31,12.345591,76.544058,402.08,-0.05,-0.31,-0.25,19.67,54.77,950.88,19.81,952.96,404.43,12.345645,76.543247,405.1
00:03:36,-0.67,-0.12,0.42,21.33,57.8,955.48,19.61,955.63,385.51,12.346609,76.543814,407.69,-0.28,0.44,0.19,19.69,54.94,949.9,19.57,948.84,406.16,12.345702,76.543207,405.81
00:03:37,-0.46,0.83,-0.88,21.58,57.4,946.78,18.69,950.69,393.31,12.34657,76.542834,407.89,-0.07,-0.05,0.13,20.02,55.08,951.22,19.92,948.31,406.92,12.345575,76.543115,405.8
00:03:38,0.48,-0.83,-0.01,21.41,54.51,953.53,20.67,953.17,385.47,12.345303,76.543353,408.99,-0.3,0.47,0.19,20.1,55.12,949.77,20.43,952.84,406.86,12.34576,76.543216,404.35
00:03:39,-0.42,-0.35,0.26,18.27,54.49,940.18,19.08,959.68,407.55,12.345495,76.542249,409.94,0.45,-0.07,-0.45,20.41,54.77,947.62,19.8,950.8,406.57,12.345612,76.543125,405.76
00:03:40,-0.02,0.21,-0.02,21.13,56.34,947.64,18.86,960.0,411.59,12.344851,76.543508,402.75,0.45,0.31,-0.23,19.51,55.35,952.64,19.99,950.33,406.04,12.345707,76.543148,405.09
00:03:41,-0.85,-0.68,0.98,18.87,53.05,942.16,20.95,945.86,391.45,12.346603,76.543927,408.58,0.35,0.27,-0.36,19.73,54.59,949.14,20.1,947.21,405.88,12.345765,76.543293,404.2
00:03:42,0.12,-0.05,-0.47,18.65,56.16,941.6,18.76,945.47,399.4,12.345363,76.542381,400.36,0.37,0.16,-0.33,20.21,55.12,952.1,19.57,949.22,406.41,12.345594,76.543244,404.1
00:03:43,-0.6,-0.74,-0.57,21.28,55.41,942.59,21.67,948.95,388.34,12.345385,76.543041,406.3,0.49,-0.38,0.28,19.81,55.45,950.51,19.61,947.61,403.46,12.345616,76.543266,405.33
00:03:44,0.43,-0.83,-0.18,19.51,57.44,951.49,19.18,957.06,393.02,12.346617,76.543581,402.61,-0.3,-0.24,0.1,20.05,55.42,951.72,20.42,950.19,404.8,12.34568,76.543218,405.35
00:03:45,0.08,-0.95,-0.19,20.44,52.28,947.38,18.12,955.54,397.34,12.344838,76.54228,406.15,0.28,0.48,-0.39,19.56,54.78,948.73,19.78,947.17,403.43,12.345683,76.54328,405.25
00:03:46,0.62,0.16,-0.28,18.33,56.91,944.28,20.91,943.31,387.18,12.345884,76.543458,400.19,0.1,0.3,-0.11,19.52,55.04,950.22,20.07,948.75,403.85,12.345751,76.543309,405.45
00:03:47,0.14,0.83,0.12,18.75,52.39,942.76,18.08,957.53,397.41,12.346075,76.54386,400.58,-0.36,0.27,-0.07,19.75,55.45,952.86,20.03,952.5,405.5,12.345737,76.543257,405.5
00:03:48,-0.41,0.06,0.66,21.83,53.58,942.29,21.36,942.41,390.86,12.346507,76.542224,402.5,-0.25,-0.39,-0.48,19.55,54.64,950.83,20.42,952.49,404.5,12.345653,76.5432,405.3
00:03:49,-0.29,0.61,-0.16,18.71,57.99,950.87,18.42,953.05,387.47,12.346321,76.542431,409.21,0.5,-0.41,0.49,20.35,54.8,947.82,19.78,950.16,406.44,12.345586,76.543119,405.74
00:03:50,0.08,0.46,0.53,20.46,56.23,946.0,21.83,942.47,408.65,12.345778,76.543808,408.16,-0.34,-0.36,0.2,20.1,55.23,952.02,20.32,948.57,405.19,12.345576,76.543258,405.01
00:03:51,-0.02,-0.83,0.1,20.97,56.82,948.33,19.35,945.71,390.23,12.346523,76.542214,400.07,-0.26,-0.27,-0.14,20.17,55.04,949.53,20.47,949.55,403.03,12.345644,76.543205,404.17
00:03:52,-0.13,-0.34,0.3,21.74,57.18,948.12,20.5,951.63,409.81,12.346126,76.54391,408.64,0.06,0.47,-0.04,20.43,55.07,950.23,19.72,947.1,405.09,12.345666,76.543265,405.47
00:03:53,-0.5,-0.42,0.39,20.8,55.86,949.08,20.18,954.77,401.36,12.344987,76.543648,405.74,-0.48,0.18,-0.3,20.05,54.54,951.74,19.71,950.96,403.71,12.3456,76.54314,405.76
00:03:54,-0.39,0.99,0.8,21.49,52.18,948.99,19.4,954.82,395.37,12.344703,76.544118,407.83,-0.04,-0.13,0.23,19.92,54.78,950.03,20.18,952.25,406.18,12.345691,76.54325,404.62
00:03:55,0.02,0.47,0.79,21.66,52.3,940.73,19.23,948.11,397.84,12.344995,76.54368,405.65,-0.17,0.36,-0.1,20.15,54.56,949.7,19.59,948.98,404.44,12.345686,76.543289,405.42
00:03:56,-0.2,-0.89,-0.23,19.61,56.84,953.64,21.07,949.93,391.54,12.345086,76.544149,401.43,0.47,-0.34,0.39,20.28,55.06,950.8,19.62,947.37,404.5,12.345739,76.543211,405.79
00:03:57,-0.16,-0.26,0.54,21.38,55.91,944.84,21.7,947.87,392.57,12.346615,76.542929,405.59,0.24,0.06,-0.06,19.86,55.1,950.8,20.18,947.84,403.99,12.345691,76.543208,405.79
00:03:58,-0.39,-0.26,-0.31,20.27,55.14,940.04,19.23,950.63,395.46,12.346276,76.542314,408.06,0.1,0.42,-0.03,20.49,55.02,952.37,19.5,951.78,405.4,12.345673,76.54318,405.32
00:03:59,0.41,0.91,0.56,19.54,53.97,952.9,18.68,957.24,391.33,12.345086,76.543883,404.53,-0.11,0.49,-0.03,20.16,55.19,952.02,19.73,949.75,403.84,12.345621,76.543155,404.41
00:04:00,-,0.91,-0.36,-,53.22,947.08,20.06,948.53,398.96,12.345264,76.543047,407.97,-0.12,-0.4,0.22,19.91,55.26,952.54,19.67,951.89,405.54,12.345676,76.543173,405.07
00:04:01,-0.54,0.05,-0.33,21.36,55.29,942.95,18.8,951.64,413.94,12.345216,76.544046,401.83,0.17,-0.12,-0.16,19.91,54.85,950.78,19.66,949.05,404.26,12.345692,76.543228,404.22
00:04:02,-0.58,0.49,-0.28,20.9,56.28,952.11,20.79,945.69,407.2,12.346363,76.542454,406.4,-0.49,0.3,0.39,19.62,54.64,951.79,20.47,950.35,405.68,12.34565,76.543275,404.51
00:04:03,0.91,0.27,-0.06,20.83,53.41,944.82,18.6,947.55,408.5,12.344766,76.543938,409.08,0.11,-0.43,0.5,19.87,55.14,948.36,20.4,950.56,403.25,12.34569,76.543299,404.59
00:04:04,0.22,-0.89,-0.57,18.31,56.93,948.65,21.33,944.79,395.72,12.346527,76.543551,401.58,-0.08,0.14,-0.25,20.17,54.88,949.6,19.77,951.91,403.99,12.345596,76.543243,404.93
00:04:05,-0.25,-0.7,0.63,21.3,54.04,957.36,21.9,950.76,-,12.345102,76.543996,405.93,0.27,-0.05,-0.38,19.75,55.24,947.96,20.14,949.32,403.12,12.345623,76.543168,404.57
00:04:06,0.84,0.78,-0.55,18.07,54.63,951.49,18.66,951.74,408.52,12.346553,76.543611,409.29,0.13,0.08,-0.15,20.4,55.15,952.54,19.82,949.2,406.85,12.34575,76.543201,404.56
00:04:07,-0.91,0.08,-0.01,18.05,54.62,945.46,18.02,951.46,400.04,12.344793,76.542671,406.89,0.04,0.07,0.01,20.5,54.51,950.57,19.96,950.65,404.08,12.345756,76.543152,405.69
00:04:08,0.72,0.79,0.39,19.56,52.91,951.78,20.61,952.3,396.09,12.344848,76.544186,403.13,-0.44,0.5,0.44,19.98,54.52,951.91,19.6,949.98,406.61,12.345719,76.543305,405.45
00:04:09,-0.74,-0.2,-0.37,18.51,54.28,951.87,19.73,942.24,396.19,12.34596,76.543529,400.62,-0.09,0.16,-0.39,19.66,55.33,948.58,20.18,949.86,404.98,12.34558,76.543207,404.92
